,index,Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Executive Gender,Executive Ethnicity,County,Neighborhood,SIC Code 1,SIC Code 1 Description,Primary NAICS,Primary NAICS Description,Location Employee Size Range,Location Employee Size Actual,Location Sales Volume Range,Location Sales Volume Actual,Type of Business,Location Type,Square Footage,Credit Score Alpha,Credit Score Numeric ,Rent Expenses,Latitude,Longitude,Record Type,Rent per Square Foot
2293,3527,Marcella Market,Domingo A,Pujol,80 Marcella St,Roxbury,MA,2119,Male,Hispanic,Suffolk,Highland Park,541105,Grocers-Retail,445110,Supermarkets/Other Grocery (Exc Convenience) Strs,1 to 4,2,"Less Than $500,000","$384,000",Private,Single Loc,3749.5,B,80,5000.0,42.323669,-71.095789,Verified,1.33
2294,3529,Marcjo Properties Inc,,,61 Hallowell St,Mattapan,MA,2126,,,Suffolk,Southern Mattapan,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,5 to 9,5,"$500,000-1 Million","$915,000",Private,Single Loc,3749.5,B+,86,17500.0,42.272746999999995,-71.099345,Verified,4.67
2295,3530,Marcus Garvey Assoc,Linda,Williams,44 John Eliot Sq # 2,Roxbury,MA,2119,Female,Western Europe,Suffolk,Highland Park,651303,Apartments,531110,Lessors Of Residential Buildings & Dwellings,5 to 9,5,$2.5-5 Million,"$4,619,000",Private,Single Loc,14999.5,A,91,175000.0,42.329851,-71.09116,Verified,11.67
2296,3532,Maretaxo,,,9 Blue Hill Ave,Roxbury,MA,2119,,Uncoded,Suffolk,Sav-Mor,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,A,91,37500.0,42.324915999999995,-71.07545999999999,Verified,10.0
2297,3533,Margarita Beauty Salon,Maria M,Valdez,571 Dudley St # B,Dorchester,MA,2125,Female,Hispanic,Suffolk,Dudley-Brunswick King,723106,Beauty Salons,812112,Beauty Salons,1 to 4,3,"Less Than $500,000","$170,000",Private,Single Loc,750.0,B+,89,5000.0,42.320847,-71.072103,Verified,6.67
2298,3535,Maria Child Care,Maria,Otano-Cabrera,47 School St,Roxbury,MA,2119,Female,Mediterranean,Suffolk,Egleston Square,835101,Child Care Service,624410,Child Day Care Services,10 to 19,10,"Less Than $500,000","$297,000",Private,Single Loc,7499.5,B,82,37500.0,42.313602,-71.097724,Verified,5.0
2299,3536,Maria Store Inc,Thu,Courtney Chau,777 Dorchester Ave,Dorchester,MA,2125,Female,Far Eastern,Suffolk,Columbia Point,539901,General Merchandise-Retail,452319,All Other General Merchandise Stores,1 to 4,2,"Less Than $500,000","$277,000",Private,Single Loc,1999.5,C+,75,5000.0,42.324067,-71.057041,Verified,2.5
2300,3537,Mario Curz,,,28 Warren St,Roxbury,MA,2119,,Uncoded,Suffolk,Lower Roxbury,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,A,92,37500.0,42.32886,-71.083646,Verified,10.0
2301,3538,Mario Susi & Sons Inc,Joseph M,Susi,36 Westwood St,Dorchester,MA,2121,Male,Pacific Islander,Suffolk,Bowdoin North-Mount Bowdoin,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50 to 99,50,$20-50 Million,"$29,855,000",Private,Single Loc,69999.5,A,93,175000.0,42.307876,-71.073476,Verified,2.5
2302,3539,Mario's Party,Mario,Teran,726 Dudley St,Dorchester,MA,2125,Male,Hispanic,Suffolk,,594716,Party Supplies,453220,"Gift, Novelty & Souvenir Stores",1 to 4,3,"Less Than $500,000","$336,000",Private,Single Loc,750.0,B+,86,5000.0,42.318207,-71.067351,Verified,6.67
2303,3540,Mario's Pizzeria,,,197 Humboldt Ave,Dorchester,MA,2121,,Uncoded,Suffolk,Washington Park,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,B,81,37500.0,42.31305,-71.089814,Verified,10.0
2304,3541,Mario's Restaurant,Ursula,Imbriano,347 Chelsea St,East Boston,MA,2128,Female,Mediterranean,Suffolk,Harbor View-Orient Heights,581208,Restaurants,722511,Full-Service Restaurants,1 to 4,3,"Less Than $500,000","$224,000",Private,Single Loc,750.0,A,90,5000.0,42.378168,-71.028868,Verified,6.67
2305,3542,Marisa's Mission Inc,David,Federico,43 Coffey St # 3,Dorchester,MA,2122,Male,Mediterranean,Suffolk,Neponset,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,5 to 9,9,,$0,Private,Single Loc,3749.5,B,81,37500.0,42.288662,-71.048586,Verified,10.0
2306,3543,Marisabel Family Chold Care,Anselma,Camona,23 Wabon St,Dorchester,MA,2121,Female,Hispanic,Suffolk,Washington Park,835101,Child Care Service,624410,Child Day Care Services,10 to 19,10,"Less Than $500,000","$297,000",Private,Single Loc,7499.5,B,82,37500.0,42.314707,-71.085962,Verified,5.0
2307,3544,Maritza's Hair Salon,,,300 Warren St,Roxbury,MA,2119,,Uncoded,Suffolk,Sav-Mor,723106,Beauty Salons,812112,Beauty Salons,1 to 4,3,"Less Than $500,000","$170,000",Private,Single Loc,1999.5,B+,88,5000.0,42.320531,-71.08136999999999,Verified,2.5
2308,3545,Mark Allen Interiors,Mark,Allen,10 Williams St # 44,Roxbury,MA,2119,Male,Western Europe,Suffolk,Lower Roxbury,738902,Interior Decorators Design & Consultants,541410,Interior Design Services,1 to 4,3,"Less Than $500,000","$432,000",Private,Single Loc,1999.5,B,80,5000.0,42.332081,-71.081963,Verified,2.5
2309,3546,Mark Anthony Construction Inc,,,16 Virginia St,Dorchester,MA,2125,,Uncoded,Suffolk,Uphams Corner-Jones Hill,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,3749.5,B+,86,37500.0,42.316775,-71.06709000000001,Verified,10.0
2310,3548,Market Cafe,,,20 Maverick Sq,East Boston,MA,2128,,Uncoded,Suffolk,Central Maverick Square-Paris Street,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,7499.5,B,81,37500.0,42.369708,-71.039559,Verified,5.0
2311,3549,Marksdale Gardens Inc,Minnie B,Clark,95 Humboldt Ave # A,Dorchester,MA,2121,Female,Western Europe,Suffolk,Washington Park,653108,Real Estate Management,531210,Offices Of Real Estate Agents & Brokers,5 to 9,5,"$500,000-1 Million","$915,000",Private,Single Loc,7499.5,B+,86,37500.0,42.316824,-71.086972,Verified,5.0
2312,3553,Marr Colonel Daniel-Boys Club,Daniel,Marr,35 Deer St,Dorchester,MA,2125,Male,Western Europe,Suffolk,Columbia Point,864108,Clubs,813410,Civil & Social Organizations,5 to 9,5,,$0,Private,Single Loc,3749.5,I,83,37500.0,42.311665000000005,-71.058532,Verified,10.0
2313,3556,Martin KERR Construction,Martin,Kerr,71 Grampian Way,Dorchester,MA,2125,Male,Western Europe,Suffolk,Columbia Point,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,1999.5,B,83,5000.0,42.311606,-71.04843699999999,Verified,2.5
2314,3559,Martinez Brothers Construction,Jose,Martinez,132 Bennington St,East Boston,MA,2128,Male,Hispanic,Suffolk,,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),1 to 4,3,$1-2.5 Million,"$1,792,000",Private,Single Loc,750.0,B,81,17500.0,42.376888,-71.034407,Verified,23.33
2315,3560,Martinez Home Imprvmt Contr,Angel,Martinez,220 Brooks St,East Boston,MA,2128,Male,Hispanic,Suffolk,,152105,Home Improvements,236118,Residential Remodelers,1 to 4,3,$1-2.5 Million,"$1,792,000",Private,Single Loc,750.0,C+,76,17500.0,42.381238,-71.036312,Verified,23.33
2316,3562,Mary Dixon's Astrology Btq,Mary,Dixon,725 William T Morrissey Blvd,Dorchester,MA,2122,Female,Western Europe,Suffolk,Neponset,799955,Psychic Mediums,812990,All Other Personal Services,1 to 4,1,"Less Than $500,000","$132,000",Private,Single Loc,1999.5,C,71,5000.0,42.296549,-71.05006,Verified,2.5
2317,3563,Mary E Mahoney Dialysis Ctr,Marta,Tadesse,416 Warren St,Roxbury,MA,2119,Female,African American,Suffolk,Sav-Mor,801104,Clinics,621493,Freestanding Ambulatory Surgical & Emergency Ctrs,20 to 49,25,$5-10 Million,"$7,783,000",Private,Single Loc,750.0,A,94,375000.0,42.316774,-71.082143,Verified,500.0
2318,3566,Maryleny Insurance Agency LLC,Maryleny,Abreu,247 Blue Hill Ave,Roxbury,MA,2119,Female,Hispanic,Suffolk,Dudley-Brunswick King,641112,Insurance,524210,Insurance Agencies & Brokerages,1 to 4,4,"$500,000-1 Million","$902,000",Private,Single Loc,3749.5,B+,87,5000.0,42.316146999999994,-71.07838100000001,Verified,1.33
2319,3567,Mason Pool,Paul,Marenco,176 Norfolk Ave,Roxbury,MA,2119,Male,Hispanic,Suffolk,Dudley-Brunswick King,799969,Swimming Pools-Public,713940,Fitness & Recreational Sports Centers,5 to 9,6,"$500,000-1 Million","$791,000",Private,Single Loc,7499.5,B+,89,37500.0,42.324771999999996,-71.06867199999999,Verified,5.0
2320,3568,Mass Aubudon Society,Julie,Brandlen,500 Walk Hill St,Mattapan,MA,2126,Female,Uncoded,Suffolk,Wellington Hill,869903,Organizations,813410,Civil & Social Organizations,10 to 19,15,,$0,Private,Single Loc,29999.5,I,87,75000.0,42.288258,-71.10131899999999,Verified,2.5
2321,3569,Mass Chapter Apa,Jack,Wiggin,100 William T Morrissey Blvd,Dorchester,MA,2125,Male,Western Europe,Suffolk,Columbia Point,899999,Services NEC,541990,"All Other Professional, Scientific/Technical Svcs",1 to 4,3,"Less Than $500,000","$435,000",Private,Single Loc,3749.5,C+,78,37500.0,42.314279,-71.039873,Verified,10.0
2322,3570,Mass Chiropractic Clinic-Med,,,879 Blue Hill Ave,Dorchester,MA,2124,,Uncoded,Suffolk,Franklin Field South,804101,Chiropractors DC,621310,Offices Of Chiropractors,1 to 4,3,"Less Than $500,000","$327,000",Private,Single Loc,1999.5,B+,85,17500.0,42.295344,-71.088102,Verified,8.75
2323,3571,Mass Coalition-Occupational,Al,Vega,42 Charles St # F,Dorchester,MA,2122,Male,Hispanic,Suffolk,Fields Corner West,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,10 to 19,10,"$500,000-1 Million","$660,000",Private,Single Loc,69999.5,I,86,37500.0,42.299820000000004,-71.063632,Verified,0.54
2324,3572,Mass Family For Kids,Pamela,Ogletree,520 Dudley St,Roxbury,MA,2119,Female,Western Europe,Suffolk,Dudley-Brunswick King,832221,Social Workers,621330,Offices-Mental Health Practitioners  (Exc Physcns),100 to 249,100,$5-10 Million,"$6,597,000",Private,Single Loc,100000.0,A+,95,175000.0,42.322602,-71.07246500000001,Verified,1.75
2325,3573,Mass Fleet Processing Ctr,Denise,Banks,440 William F Mcclellan #105e,East Boston,MA,2128,Female,Western Europe,Suffolk,Harbor View-Orient Heights,511309,Disposable Products (Whls),424130,Industrial & Personal Svc Paper Merchant Whlsrs,1 to 4,1,$1-2.5 Million,"$2,095,000",Private,Single Loc,3749.5,C+,76,17500.0,42.393483,-71.012962,Verified,4.67
2326,3574,Mass Motor Svc Inc,Paul,Federico,209 Boston St,Dorchester,MA,2125,Male,Mediterranean,Suffolk,Columbia Point,753801,Automobile Repairing & Service,811111,General Automotive Repair,5 to 9,6,"$500,000-1 Million","$990,000",Private,Single Loc,1999.5,A,91,37500.0,42.322728999999995,-71.061272,Verified,18.75
2327,3575,Mass Premium Cleaning,Mirna,Rojas,202 Lexington St # 3,East Boston,MA,2128,Female,Hispanic,Suffolk,Eagle Hill,734902,Janitor Service,561720,Janitorial Services,5 to 9,5,"$500,000-1 Million","$662,000",Private,Single Loc,1999.5,C,73,5000.0,42.379687,-71.032618,Verified,2.5
2328,3576,Mass Premium Cleaning,,,Lexington St,East Boston,MA,2128,,Uncoded,Suffolk,,734915,Cleaning Services-Industrial,238990,All Other Specialty Trade Contractors,1 to 4,2,"Less Than $500,000","$265,000",Private,Single Loc,750.0,U,66,5000.0,42.377292,-71.032514,Verified,6.67
2329,3577,Mass Remodeling,Elvis,Nunez,31 Norfolk St,Dorchester,MA,2124,Male,Hispanic,Suffolk,Codman Square-East Codman Hill,172101,Painters,238320,Painting & Wall Covering Contractors,10 to 19,10,$1-2.5 Million,"$2,144,000",Private,Single Loc,3749.5,A,92,37500.0,42.289857,-71.072721,Verified,10.0
2330,3578,Mass Temp,,,204 Adams St,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,738903,Paging & Answering Service,561421,Telephone Answering Services,5 to 9,5,"$500,000-1 Million","$719,000",Private,Single Loc,14999.5,B,81,17500.0,42.302167,-71.05997099999999,Verified,1.17
2331,3579,Mass Union-Pubc Housing Tnnts,,,784 Washington St # 1,Dorchester,MA,2124,,Uncoded,Suffolk,Ashmont,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,5 to 9,9,"$500,000-1 Million","$594,000",Private,Single Loc,14999.5,I,83,17500.0,42.284094,-71.071519,Verified,1.17
2332,3580,Mass Wholesale Condo Trust,Chris,Huvila,130 Newmarket Sq # 3,Roxbury,MA,2118,Male,Uncoded,Suffolk,Columbia Point,514704,Meat-Wholesale,424470,Meat & Meat Product Merchant Wholesalers,1 to 4,3,$5-10 Million,"$5,545,000",Private,Single Loc,7499.5,A,90,17500.0,42.330457,-71.066891,Verified,2.33
2333,3581,Massachusetts,Larry,Elliso,61 Columbia Rd,Dorchester,MA,2121,Male,Uncoded,Suffolk,Franklin Field North,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,1 to 4,1,,$0,Private,Single Loc,3749.5,C,73,5000.0,42.303844,-71.08223199999999,Verified,1.33
2334,3582,Massachusetts Alliance-Prtgs,Paulo,Pinto,1 Stoughton St,Dorchester,MA,2125,Male,Hispanic,Suffolk,Uphams Corner-Jones Hill,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,5 to 9,6,"Less Than $500,000","$396,000",Private,Single Loc,7499.5,I,85,17500.0,42.316756,-71.064948,Verified,2.33
2335,3585,Massachusetts Constable Svc,Christopher,Waites,2 Neptune Rd,East Boston,MA,2128,Male,Western Europe,Suffolk,Harbor View-Orient Heights,738115,Constables,561612,Security Guards & Patrol Services,10 to 19,10,"Less Than $500,000","$443,000",Private,Single Loc,69999.5,B+,89,75000.0,42.380275,-71.025438,Verified,1.07
2336,3586,Massachusetts Department-Child,Rich,Powers,451 Blue Hill Ave,Dorchester,MA,2121,Male,Western Europe,Suffolk,Dudley-Brunswick King,832201,Counseling Services,624110,Child & Youth Services,20 to 49,24,$1-2.5 Million,"$1,584,000",Private,Single Loc,69999.5,B+,86,75000.0,42.309926000000004,-71.082592,Verified,1.07
2337,3587,Massachusetts Department-Child,Gert,Condon,30 Dimock St,Roxbury,MA,2119,Male,Western Europe,Suffolk,Washington Park,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,100 to 249,125,$5-10 Million,"$8,246,000",Private,Single Loc,100000.0,I,88,375000.0,42.319187,-71.09619599999999,Verified,3.75
2338,3588,Massachusetts Floor Care,,,35 Linden St,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,175203,Floor Laying Refinishing & Resurfacing,238330,Flooring Contractors,10 to 19,10,$1-2.5 Million,"$2,144,000",Private,Single Loc,3749.5,A,90,17500.0,42.306086,-71.05935699999999,Verified,4.67
2339,3589,Massachusetts Gaming,,,525 William F Mcclellan Hwy,East Boston,MA,2128,,Uncoded,Suffolk,,594509,Games & Game Supplies,451120,"Hobby, Toy & Game Stores",1 to 4,2,"Less Than $500,000","$237,000",Private,Single Loc,7499.5,C,71,17500.0,42.395862,-70.99622099999999,Verified,2.33
2340,3590,Massachusetts Historical Commn,Brona,Simon,220 William T Morrissey Blvd,Dorchester,MA,2125,Female,Western Europe,Suffolk,Columbia Point,154101,Building Restoration & Preservation,236220,Commercial & Institutional Building Construction,20 to 49,31,$10-20 Million,"$18,511,000",Private,Single Loc,69999.5,A,93,175000.0,42.312689,-71.046224,Verified,2.5
2341,3591,Massachusetts Home Improvement,Ken,Nguyen,1429 Dorchester Ave # A,Dorchester,MA,2122,Male,Far Eastern,Suffolk,Meeting House Hill,152105,Home Improvements,236118,Residential Remodelers,1 to 4,2,$1-2.5 Million,"$1,195,000",Private,Single Loc,750.0,C+,77,17500.0,42.302356,-71.059789,Verified,23.33
2342,3593,Massachusetts Union Public,William H,King,784 Washington St # 1,Dorchester,MA,2124,Male,Western Europe,Suffolk,Ashmont,839919,Charitable Institutions,813311,Human Rights Organizations,1 to 4,3,,$0,Private,Single Loc,3749.5,I,84,17500.0,42.284094,-71.071519,Verified,4.67
2343,3595,Massbiologics,Yang,Wang,460 Walk Hill St,Mattapan,MA,2126,Female,Far Eastern,Suffolk,Wellington Hill,873126,Biotechnology Products & Services,541714,Research-Devmnt In Biotechnology (Except Nanobio),100 to 249,201,,$0,Private,Single Loc,100000.0,A,90,500000.0,42.284638,-71.10111500000001,Verified,5.0
2344,3601,Massport Noise Abatement,Frank,Iacavino,1 Harborside Dr # 200s,East Boston,MA,2128,Male,Mediterranean,Suffolk,Jeffries Point,738999,Business Services NEC,561990,All Other Support Services,5 to 9,8,$1-2.5 Million,"$1,151,000",Private,Single Loc,29999.5,B+,88,37500.0,42.363431,-71.025706,Verified,1.25
2345,3602,Masstuning Inc,Armin,Mejia,257 Columbia Rd,Dorchester,MA,2121,Male,Hispanic,Suffolk,Dudley-Brunswick King,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,5 to 9,9,,$0,Private,Single Loc,7499.5,B+,85,37500.0,42.308236,-71.074526,Verified,5.0
2346,3603,Massw Ater Damage Restoration,Pedro,Soriano,283 Princeton St,East Boston,MA,2128,Male,Hispanic,Suffolk,,152108,Water Damage Restoration-Residential,236118,Residential Remodelers,1 to 4,3,$1-2.5 Million,"$1,792,000",Private,Single Loc,750.0,C,73,5000.0,42.379948,-71.028797,Verified,6.67
2347,3604,Master Barbers Vision,,,506 River St,Mattapan,MA,2126,,Uncoded,Suffolk,Mattapan Square,724101,Barbers,812111,Barber Shops,1 to 4,2,"Less Than $500,000","$74,000",Private,Single Loc,750.0,B,84,5000.0,42.267814,-71.092878,Verified,6.67
2348,3607,Mastermind Management Systems,,,112 Gladeside Ave,Mattapan,MA,2126,,Uncoded,Suffolk,Southern Mattapan,874201,Business Management Consultants,541614,"Process, Physical Distr/Logistics Consulting Svcs",5 to 9,6,$1-2.5 Million,"$1,812,000",Private,Single Loc,7499.5,A+,96,37500.0,42.27496,-71.0857,Verified,5.0
2349,3608,Mata African Hair Braiding,Fatouma,Mata,419 Bowdoin St,Dorchester,MA,2122,Female,Hispanic,Suffolk,Uphams Corner-Jones Hill,723106,Beauty Salons,812112,Beauty Salons,1 to 4,1,"Less Than $500,000","$57,000",Private,Single Loc,750.0,B,81,5000.0,42.31043,-71.06209399999999,Verified,6.67
2350,3612,Mathias Corp,,,,Roxbury,MA,2119,,Uncoded,Suffolk,,179403,Excavating Contractors,238910,Site Preparation Contractors,5 to 9,8,$1-2.5 Million,"$1,715,000",Private,Single Loc,1999.5,A,90,5000.0,42.325124,-71.084757,Verified,2.5
2351,3613,Mattahunt Community Ctr,Rashad,Cope,100 Hebron St,Mattapan,MA,2126,Male,African American,Suffolk,Southern Mattapan,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,10 to 19,12,,$0,Private,Single Loc,29999.5,A,91,75000.0,42.275824,-71.10409,Verified,2.5
2352,3615,Mattapan Adult Day Health Prgm,Deborah,Agati,229 River St,Mattapan,MA,2126,Female,Mediterranean,Suffolk,Southern Mattapan,808201,Home Health Service,621610,Home Health Care Services,10 to 19,10,"$500,000-1 Million","$718,000",Private,Single Loc,7499.5,B+,89,37500.0,42.275197999999996,-71.083364,Verified,5.0
2353,3617,Mattapan Appliance Repair Men,Geraldo,Booker,537 River St,Mattapan,MA,2126,Male,Western Europe,Suffolk,,762902,Appliances-Household-Major-Repairing,811412,Appliance Repair & Maintenance,10 to 19,15,$1-2.5 Million,"$1,131,000",Private,Single Loc,3749.5,C+,77,17500.0,42.271854,-71.072479,Verified,4.67
2354,3618,Mattapan Auto Ctr Inc,,,109 Norfolk St,Dorchester,MA,2124,,Uncoded,Suffolk,Codman Square-East Codman Hill,753201,Automobile Body-Repairing & Painting,811121,"Automotive Body, Paint & Interior Repair/Maint",1 to 4,2,"Less Than $500,000","$330,000",Private,Single Loc,1999.5,C+,78,17500.0,42.288507,-71.076461,Verified,8.75
2355,3619,Mattapan Bottle,Loan,Pham,17 Tesla St,Mattapan,MA,2126,Female,Far Eastern,Suffolk,Southern Mattapan,509312,Recycling Centers (Whls),423930,Recyclable Material Merchant Wholesalers,1 to 4,2,$2.5-5 Million,"$2,857,000",Private,Single Loc,1999.5,B,83,5000.0,42.265957,-71.09679100000001,Verified,2.5
2356,3620,Mattapan Center For Life,Stanley N,Williams,555 River St,Mattapan,MA,2126,Male,Western Europe,Suffolk,Mattapan Square,808201,Home Health Service,621610,Home Health Care Services,1 to 4,3,"Less Than $500,000","$216,000",Private,Single Loc,1999.5,B,83,5000.0,42.267009,-71.095855,Verified,2.5
2357,3621,Mattapan Civic Imprvmt Assn,Mable,Graham,153 Ormond St,Mattapan,MA,2126,Female,Western Europe,Suffolk,Wellington Hill,861102,Associations,813910,Business Associations,5 to 9,6,,$0,Private,Single Loc,3749.5,I,83,17500.0,42.283952,-71.09520699999999,Verified,4.67
2358,3622,Mattapan Community Health,Azzie,Young,1575 Blue Hill Ave,Mattapan,MA,2126,Female,Western Europe,Suffolk,Mattapan Square,801104,Clinics,621493,Freestanding Ambulatory Surgical & Emergency Ctrs,50 to 99,85,$20-50 Million,"$26,461,000",Private,Single Loc,750.0,A+,95,75000.0,42.269991999999995,-71.094008,Verified,100.0
2359,3635,Mattapan Fish Market,Chongdok,Yim,1600 Blue Hill Ave,Mattapan,MA,2126,Male,Far Eastern,Suffolk,Mattapan Square,542101,Seafood-Retail,445220,Fish & Seafood Markets,1 to 4,3,"$500,000-1 Million","$750,000",Private,Single Loc,1999.5,B+,85,17500.0,42.269296999999995,-71.093351,Verified,8.75
2360,3636,Mattapan House Of Pizza,Aris,Poulopoulos,1631 Blue Hill Ave,Mattapan,MA,2126,Male,Mediterranean,Suffolk,Mattapan Square,581222,Pizza,722511,Full-Service Restaurants,5 to 9,7,"$500,000-1 Million","$523,000",Private,Single Loc,1999.5,A,93,37500.0,42.268425,-71.09415200000001,Verified,18.75
