Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Credit Score Alpha,Executive Gender,Executive Title,Fax Number Combined,IUSA Number,Location Employee Size Range,Location Sales Volume Range,Phone Number Combined,Primary SIC Code,Primary SIC Description,SIC Code 1,SIC Code 1 Description,Record Type
Stars Advertising,Tony,Portillo,135 Chelsea St,East Boston,MA,2128,C,Male,Owner,,70-738-5968,1 to 4,"Less Than $500,000",(617) 567-8212,731999,Advertising NEC,731999,Advertising NEC,Closed/Out of Business
Statewide Black Clergy,,,183 Roxbury St,Roxbury,MA,2119,U,,,,72-138-3430,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Steam Co,,,1165 Massachusetts Ave,Dorchester,MA,2125,U,,,,71-347-2043,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Steelcity,,,1474 Dorchester Ave,Dorchester,MA,2122,U,,,,71-346-9602,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Steward Health Care System LLC,,,200 Bowdoin St,Dorchester,MA,2122,B+,,,,71-987-1117,10 to 19,$1-2.5 Million,(617) 419-4700,809907,Health Services,809907,Health Services,Closed/Out of Business
Stop N Save,Ahmed,Ijaz,310 Blue Hill Ave,Dorchester,MA,2121,B,Male,Owner,,60-758-5312,1 to 4,$1-2.5 Million,(617) 427-4881,554101,Service Stations-Gasoline & Oil,554101,Service Stations-Gasoline & Oil,Closed/Out of Business
Stylez,,,14 Hancock St,Dorchester,MA,2125,B+,,,,70-006-5229,1 to 4,"Less Than $500,000",(617) 533-7523,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
Sunedison LLC,,,45 Pearl St,Dorchester,MA,2125,U,,,,71-345-5717,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Super Fry,,,1041 Tremont St,Roxbury,MA,2120,B+,,,,43-816-4206,5 to 9,"$500,000-1 Million",(617) 442-5555,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Sweet, William J Np",William J,Sweet,10 Gove St,East Boston,MA,2128,B+,Male,,,63-616-1408,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
T & T Custom Printed Shirts,,,10 Centre Ave,Dorchester,MA,2124,C+,,,,70-785-5856,1 to 4,"Less Than $500,000",(617) 282-2010,569979,T-Shirts-Custom Printed,569979,T-Shirts-Custom Printed,Closed/Out of Business
"Tabb, Vadra W Rn",Vadra W,Tabb,415 Columbia Rd,Dorchester,MA,2125,B+,Female,,,40-115-6190,1 to 4,"Less Than $500,000",(617) 825-9206,804908,Nurses & Nurses' Registries,804908,Nurses & Nurses' Registries,Closed/Out of Business
"Tang, Xianli DDS",Xianli,Tang,2181 Washington St # 1011,Roxbury,MA,2119,A,,,,69-332-6936,1 to 4,"$500,000-1 Million",(617) 541-0772,802101,Dentists,802101,Dentists,Closed/Out of Business
Taste Of Jamaica,,,128 Harvard St,Dorchester,MA,2124,A,,,,41-592-8173,5 to 9,"$500,000-1 Million",(617) 514-3005,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Tba Ap Literature,,,9 Peacevale Rd,Dorchester,MA,2124,U,,,,71-345-4299,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Tech Driving School Inc,Marie,Davis,1613 Blue Hill Ave # 305,Mattapan,MA,2126,B+,Female,Owner,,46-559-6104,5 to 9,,(617) 296-0995,829927,Driving Proficiency Test Service,829927,Driving Proficiency Test Service,Closed/Out of Business
Technical Papers Corp,,,15 Stergis Way Box 546,Mattapan,MA,2126,U,,,,70-284-6547,,,(781) 935-3322,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Techtree Inc,,,950 Blue Hill Ave,Dorchester,MA,2124,U,,,,71-348-6029,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Terry-David, Michelle",Michelle,Terry-David,249 River St,Mattapan,MA,2126,B,Female,,6172985802,70-794-3854,1 to 4,"Less Than $500,000",(617) 298-5800,832221,Social Workers,832221,Social Workers,Closed/Out of Business
Theodat Insurance Agency,Marie A,Theodat,650 Washington St,Dorchester,MA,2124,A,Female,Owner,6178254759,85-416-8994,1 to 4,"Less Than $500,000",(617) 825-4759,641112,Insurance,641112,Insurance,Closed/Out of Business
Third's Barber Shop,Otis B,Cash Iii,716 Shawmut Ave,Roxbury,MA,2119,B,Male,Owner,,99-262-8834,1 to 4,"Less Than $500,000",(617) 541-8998,724101,Barbers,724101,Barbers,Closed/Out of Business
Thompson Durkee Co,,,404 Dudley St,Roxbury,MA,2119,A,,,6177823003,00-246-3339,5 to 9,$1-2.5 Million,(617) 782-6200,343201,Plumbing Fixtures & Supplies-Mfrs,343201,Plumbing Fixtures & Supplies-Mfrs,Closed/Out of Business
"Tobin, Jonathan E Aty",Jonathan E,Tobin,50 Redfield St # 201,Dorchester,MA,2122,B+,Male,,,42-731-5066,1 to 4,"$500,000-1 Million",(617) 265-3900,811103,Attorneys,811103,Attorneys,Closed/Out of Business
Toys R Us,,,14 Allstate Rd,Dorchester,MA,2125,B,,,,42-266-5382,1 to 4,"Less Than $500,000",(617) 445-5159,594517,Toys-Retail,594517,Toys-Retail,Closed/Out of Business
Trans World Airlines,,,Logan International Airport,East Boston,MA,2128,B+,,,,41-876-9455,20 to 49,$10-20 Million,(617) 973-4110,451201,Airline Companies,451201,Airline Companies,Closed/Out of Business
Trans World Airlines Inc,P,Posillico,Harvor Side Dr,East Boston,MA,2128,B+,Male,Manager,,10-732-7009,5 to 9,$2.5-5 Million,(781) 567-4800,451201,Airline Companies,451201,Airline Companies,Closed/Out of Business
Tribune Co,,,75 William T Morrissey Blvd,Dorchester,MA,2125,B+,,,,71-341-4055,5 to 9,"$500,000-1 Million",(312) 222-9100,271101,Newspapers (Publishers/Mfrs),271101,Newspapers (Publishers/Mfrs),Closed/Out of Business
U-Haul,,,15 Rusfield St,Roxbury,MA,2119,C+,,,,26-553-3430,1 to 4,"$500,000-1 Million",(617) 442-2630,751303,Truck Renting & Leasing,751303,Truck Renting & Leasing,Closed/Out of Business
U-Haul,Adam,Barrows,26 Waverly St,Roxbury,MA,2119,C+,Male,Manager,,70-561-0647,1 to 4,"$500,000-1 Million",(617) 541-9269,751303,Truck Renting & Leasing,751303,Truck Renting & Leasing,Closed/Out of Business
U-Haul Co,,,,Dorchester,MA,2122,B+,,,,62-879-3028,5 to 9,$2.5-5 Million,(617) 825-8404,751303,Truck Renting & Leasing,751303,Truck Renting & Leasing,Closed/Out of Business
U-Haul Moving & Storage,,,15 Rusfield St,Roxbury,MA,2119,C+,,,,41-107-0556,1 to 4,"$500,000-1 Million",(617) 442-2630,751303,Truck Renting & Leasing,751303,Truck Renting & Leasing,Closed/Out of Business
U-Haul Neighborhood Dealer,,,205 Humboldt Ave,Dorchester,MA,2121,C+,,,,71-806-0711,1 to 4,"$500,000-1 Million",(617) 379-7071,751303,Truck Renting & Leasing,751303,Truck Renting & Leasing,Closed/Out of Business
U-Haul Neighborhood Dealer,,,981 Morton St,Mattapan,MA,2126,C+,,,,40-083-9275,1 to 4,"$500,000-1 Million",(617) 322-5092,751303,Truck Renting & Leasing,751303,Truck Renting & Leasing,Closed/Out of Business
Ulem To Host,,,1 Circuit Dr,Dorchester,MA,2121,U,,,,71-342-1371,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Umass Boston,,,240 Mount Vernon St,Dorchester,MA,2125,I,,,,70-579-5332,10 to 19,,(617) 506-7687,822101,Schools-Universities & Colleges Academic,822101,Schools-Universities & Colleges Academic,Closed/Out of Business
United Christian Church,,,207 Delhi St,Mattapan,MA,2126,I,,,,71-551-2462,1 to 4,,(617) 817-0898,866107,Churches,866107,Churches,Closed/Out of Business
United Christian Evangelistic,,,1601 Blue Hill Ave,Mattapan,MA,2126,I,,,,41-656-6030,1 to 4,,(617) 282-0288,866107,Churches,866107,Churches,Closed/Out of Business
United Garage Doors In Drchstr,,,15 Bay St,Dorchester,MA,2125,B,,,,70-775-4650,5 to 9,$1-2.5 Million,(617) 514-9981,521101,Doors-Garage,521101,Doors-Garage,Closed/Out of Business
United Homes For Children,,,540 Columbia Rd,Dorchester,MA,2125,I,,,,59-401-0704,5 to 9,"$500,000-1 Million",(617) 379-1718,832218,Social Service & Welfare Organizations,832218,Social Service & Welfare Organizations,Closed/Out of Business
Unknown Joi Taylor,,,10 Hammond St,Roxbury,MA,2120,U,,,,72-139-4487,,,(617) 427-1310,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Upham's Corner Health Ctr,Ani,Tahmassian,500 Columbia Rd,Dorchester,MA,2125,A,Female,,6172871500,41-563-1622,1 to 4,"$500,000-1 Million",(617) 287-8000,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Upham's Corner Health Ctr Dntl,Rebecca L,Dewolf,636 Columbia Rd,Dorchester,MA,2125,A,Female,,,69-920-4707,1 to 4,"$500,000-1 Million",(617) 825-9839,802101,Dentists,802101,Dentists,Closed/Out of Business
Uphams Corner Health Ctr,Laura K,Chang,415 Columbia Rd,Dorchester,MA,2125,A,Female,,6172871500,40-265-4879,1 to 4,"$500,000-1 Million",(617) 287-8000,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Uphams Elder Svc Plan,Adam,Burrows,1140 Dorchester Ave,Dorchester,MA,2125,A,Male,,6174740757,36-142-4047,1 to 4,"$500,000-1 Million",(617) 288-0970,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Uphams Elder Svc Plan,Julia D,Sztejnberg,1140 Dorchester Ave,Dorchester,MA,2125,B+,Female,,6174740757,64-752-2168,1 to 4,"Less Than $500,000",(617) 288-0970,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Urban Edge Housing Corp,Luisa,Wiencher,2010 Columbus Ave,Roxbury,MA,2119,A+,Female,Manager,,62-873-3065,5 to 9,"$500,000-1 Million",(617) 989-1291,653118,Real Estate,653118,Real Estate,Closed/Out of Business
Us Airways,Terry,Trainor,200 Terminal B # 4,East Boston,MA,2128,B+,Male,Site Manager,,41-697-4692,20 to 49,$10-20 Million,(617) 634-4444,451201,Airline Companies,451201,Airline Companies,Closed/Out of Business
US Post Office,,,201 Neponset Ave,Dorchester,MA,2122,I,,,,41-106-7425,1 to 4,,(617) 361-2312,431101,Post Offices,431101,Post Offices,Closed/Out of Business
Venice Pizza,Stavroula,Lekakos,39 Savin Hill Ave,Dorchester,MA,2125,B+,Female,Owner,,56-477-4313,1 to 4,"Less Than $500,000",(617) 436-9695,581222,Pizza,581222,Pizza,Closed/Out of Business
Venom Security & Protective,Kevin,Campbell,27 Cameron St # 1,Dorchester,MA,2125,A,Male,Owner,6174366444,61-892-3536,50 to 99,$50-100 Million,(617) 436-6440,506304,Security Control Equip & Systems-Whls,506304,Security Control Equip & Systems-Whls,Closed/Out of Business
Verizon Wireless,,,,East Boston,MA,2128,B,,,,70-627-8614,5 to 9,$10-20 Million,(617) 206-4645,481207,Cellular Telephones (Services),481207,Cellular Telephones (Services),Closed/Out of Business
Victorians,,,1951 Columbus Ave,Roxbury,MA,2119,C+,,,,71-936-1031,1 to 4,"$500,000-1 Million",(617) 942-8382,594409,Jewelers-Retail,594409,Jewelers-Retail,Closed/Out of Business
Video Cellular,,,7 Washington St,Dorchester,MA,2121,C+,,,,40-338-9219,1 to 4,$2.5-5 Million,(617) 516-8955,481207,Cellular Telephones (Services),481207,Cellular Telephones (Services),Closed/Out of Business
VIP Auto,Tony,Burns,1339 Blue Hill Ave,Mattapan,MA,2126,B+,Male,Owner,,93-219-2057,1 to 4,"Less Than $500,000",(617) 298-2412,753801,Automobile Repairing & Service,753801,Automobile Repairing & Service,Closed/Out of Business
"Von Seggern, Christina M Rn",Christina M,Von Seggern,100 William T Morrissey Blvd,Dorchester,MA,2125,B+,Female,,,40-435-2040,1 to 4,"Less Than $500,000",(617) 287-5000,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Vsr Enterprises LLC,,,1675 Dorchester Ave,Dorchester,MA,2122,B,,,,43-533-2414,1 to 4,$2.5-5 Million,(617) 514-4711,509901,Exporters (Whls),509901,Exporters (Whls),Closed/Out of Business
Walden Book Co Inc,,,500 Terminal E,East Boston,MA,2128,C+,,,,73-989-1354,1 to 4,"$500,000-1 Million",Not Available,594201,Book Dealers-Retail,594201,Book Dealers-Retail,Closed/Out of Business
Waldenbooks,Lynn,Sweezy,18 Logan Airport # 300c,East Boston,MA,2128,B+,Female,Manager,,97-674-7055,5 to 9,$1-2.5 Million,(617) 569-6400,594201,Book Dealers-Retail,594201,Book Dealers-Retail,Closed/Out of Business
Waldenbooks,,,300 Logan Airport,East Boston,MA,2128,B+,,,,40-193-2814,1 to 4,"$500,000-1 Million",(617) 567-9001,594201,Book Dealers-Retail,594201,Book Dealers-Retail,Closed/Out of Business
Waldwin Concessions,,,200 Terminal B,East Boston,MA,2128,A,,,,25-544-9514,20 to 49,$2.5-5 Million,(617) 561-0556,799921,Concessionaires,799921,Concessionaires,Closed/Out of Business
"Walsh, Elizabeth C Np",Elizabeth C,Walsh,250 Mount Vernon St,Dorchester,MA,2125,B+,Female,,,63-616-5730,1 to 4,"Less Than $500,000",(617) 288-1140,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Walsh, Ellen Np",Ellen,Walsh,10 Gove St,East Boston,MA,2128,B+,Female,,,63-616-5300,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Wanda Store,,,147 Washington St,Dorchester,MA,2121,C,,,,71-549-0861,1 to 4,"Less Than $500,000",(617) 326-6320,539901,General Merchandise-Retail,539901,General Merchandise-Retail,Closed/Out of Business
Washington Street Sewer Clnrs,,,340 Washington St,Dorchester,MA,2121,B,,,,70-009-4232,1 to 4,"$500,000-1 Million",(617) 514-1473,171105,Plumbing Contractors,171105,Plumbing Contractors,Closed/Out of Business
"Watts, Olive",Olive,Watts,520 Dudley St,Roxbury,MA,2119,B,Female,,,72-096-3092,1 to 4,"Less Than $500,000",(617) 989-9499,832282,Counselors,832282,Counselors,Closed/Out of Business
Wave,,,34 Topalian St,Mattapan,MA,2126,B+,,,,40-171-1854,5 to 9,"$500,000-1 Million",(857) 598-4834,483201,Radio Stations & Broadcasting Companies,483201,Radio Stations & Broadcasting Companies,Closed/Out of Business
Wayne's Lawn Sprinkler Inc,Wayne,Joseph,12 Fayston St,Dorchester,MA,2121,C+,Male,Owner,,40-259-6527,1 to 4,"Less Than $500,000",(617) 708-1230,78206,Lawn & Grounds Maintenance,78206,Lawn & Grounds Maintenance,Closed/Out of Business
WBOT,,,90 Warren St,Roxbury,MA,2119,U,,,,36-021-0645,,,(617) 427-2222,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
We Are Mobile Corp,Juan,Vallejo,109 Blue Hill Ave,Roxbury,MA,2119,C,Male,CEO,,71-545-2385,1 to 4,$2.5-5 Million,(617) 708-1945,481207,Cellular Telephones (Services),481207,Cellular Telephones (Services),Closed/Out of Business
Weaver Works,Claude,Weaver,15 Clearwater Dr,Mattapan,MA,2126,C+,Male,Owner,,40-020-8014,1 to 4,"Less Than $500,000",(617) 296-6148,738999,Business Services NEC,738999,Business Services NEC,Closed/Out of Business
"Weir, Theresa C Np",Theresa C,Weir,230 Bowdoin St,Dorchester,MA,2122,B+,Female,,,63-616-5474,1 to 4,"Less Than $500,000",(617) 754-0100,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Welch, Thomas",Thomas,Welch,23 Raven St,Dorchester,MA,2125,B,Male,,,40-193-3703,1 to 4,$1-2.5 Million,(857) 366-2227,152105,Home Improvements,152105,Home Improvements,Closed/Out of Business
Weld Management,E Dennis,Walsh,1 Highland St,Roxbury,MA,2119,B,Male,Owner,6174452201,85-385-4156,1 to 4,$1-2.5 Million,(617) 442-1862,655202,Real Estate Developers,655202,Real Estate Developers,Closed/Out of Business
Westview Building Co,,,29 Stanton St,Dorchester,MA,2124,B,,,,72-639-0393,5 to 9,$2.5-5 Million,(617) 514-3149,154213,Building Contractors,154213,Building Contractors,Closed/Out of Business
"White, Sarah W Np",Sarah W,White,10 Gove St,East Boston,MA,2128,B+,Female,,,63-616-5714,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Whitehorne Remodeling,,,4 Lorna Rd,Mattapan,MA,2126,B,,,,41-106-8400,5 to 9,$2.5-5 Million,(617) 698-2524,152139,Remodeling & Repairing Bldg Contractors,152139,Remodeling & Repairing Bldg Contractors,Closed/Out of Business
Whittier Street Hc,Timothy W,Watkins,1290 Tremont St,Roxbury,MA,2120,A,Male,,6179893006,43-642-8770,1 to 4,"$500,000-1 Million",(617) 427-1000,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Whittier Street Hc,Luis E,Velez Velazque,1290 Tremont St,Roxbury,MA,2120,A,Male,,6179893006,43-645-6307,1 to 4,"$500,000-1 Million",(617) 427-1000,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Whittier Street Health Ctr,John,Jewett,1290 Tremont St,Roxbury,MA,2120,B+,Male,,6178582674,43-836-1262,1 to 4,"$500,000-1 Million",(617) 427-1000,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Whitworth Dental Assoc,Jyoti,Mishra,542 River St,Mattapan,MA,2126,A,Female,,,36-210-9654,1 to 4,"$500,000-1 Million",(617) 298-8200,802101,Dentists,802101,Dentists,Closed/Out of Business
"Wilcox, Kate Np",Kate,Wilcox,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2605,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Wings & Tingz Caters,,,310 Bowdoin St,Dorchester,MA,2122,A,,,,70-686-0200,5 to 9,"$500,000-1 Million",(617) 929-3866,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Woo Sports,,,67 Kemble St,Roxbury,MA,2119,U,,,,72-380-8910,,,(617) 652-7425,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Wright, Jenna",Jenna,Wright,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2615,1 to 4,"Less Than $500,000",(617) 282-3200,832221,Social Workers,832221,Social Workers,Closed/Out of Business
WYNN Floor Covering Inc,Bert,Wynn,536 River St,Mattapan,MA,2126,B+,Male,Owner,,42-298-3016,1 to 4,$1-2.5 Million,(617) 296-8166,571305,Carpet & Rug Dealers-New,571305,Carpet & Rug Dealers-New,Closed/Out of Business
X Cel Inc,,,250 Sumner St,East Boston,MA,2128,U,,,,73-688-9963,,,(617) 522-2590,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Y B Enterprise Inc,Jose,Rosa,696 Blue Hill Ave,Dorchester,MA,2121,B,Male,Manager,,40-009-8026,1 to 4,"Less Than $500,000",(617) 288-7024,541101,Food Markets,541101,Food Markets,Closed/Out of Business
"Yacoub, Georges MD",Georges,Yacoub,200 Bowdoin St,Dorchester,MA,2122,A,Male,,6172965463,88-473-0870,1 to 4,"$500,000-1 Million",(617) 296-4000,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
"Yu, Yang DDS",Yang,Yu,2181 Washington St # 101,Roxbury,MA,2119,A,Female,,,43-399-6735,1 to 4,"$500,000-1 Million",(617) 245-0257,802101,Dentists,802101,Dentists,Closed/Out of Business
